-1.099958, 1.101038, 0.164270
-1.099958, 1.101038, 0.164270
-1.075772, 1.096469, 0.186645
-1.075772, 1.096469, 0.186645
-1.075772, 1.096469, 0.186645
-1.075772, 1.096469, 0.186645
-1.075772, 1.096469, 0.186645
-1.075772, 1.096469, 0.186645
-1.104694, 1.141643, 0.142788
-1.104694, 1.141643, 0.142788
-1.104694, 1.141643, 0.142788
-1.104694, 1.141643, 0.142788
-1.104694, 1.141643, 0.142788
-1.104694, 1.141643, 0.142788
-1.104141, 1.143519, 0.145036
-1.104141, 1.143519, 0.145036
-1.104141, 1.143519, 0.145036
-1.104141, 1.143519, 0.145036
-1.104141, 1.143519, 0.145036
-1.104141, 1.143519, 0.145036
-1.135821, 1.179874, 0.098535
-1.135821, 1.179874, 0.098535
-1.135821, 1.179874, 0.098535
-1.135821, 1.179874, 0.098535
-1.135821, 1.179874, 0.098535
-1.135821, 1.179874, 0.098535
-1.111535, 1.131747, 0.148011
-1.111535, 1.131747, 0.148011
-1.111535, 1.131747, 0.148011
-1.111535, 1.131747, 0.148011
-1.111535, 1.131747, 0.148011
-1.111535, 1.131747, 0.148011
-1.114729, 1.143734, 0.146398
-1.114729, 1.143734, 0.146398
-1.114729, 1.143734, 0.146398
-1.114729, 1.143734, 0.146398
-1.114729, 1.143734, 0.146398
-1.114729, 1.143734, 0.146398
-1.119665, 1.141358, 0.147954
-1.119665, 1.141358, 0.147954
-1.119665, 1.141358, 0.147954
-1.119665, 1.141358, 0.147954
-1.119665, 1.141358, 0.147954
-1.119665, 1.141358, 0.147954
-1.115851, 1.139920, 0.148187
-1.115851, 1.139920, 0.148187
-1.115851, 1.139920, 0.148187
-1.115851, 1.139920, 0.148187
-1.115851, 1.139920, 0.148187
-1.115851, 1.139920, 0.148187
