1,183,135
2,182,136
3,183,136
4,219,136
5,220,136
6,221,136
7,182,137
8,183,137
9,218,137
10,219,137
11,220,137
12,221,137
13,222,137
14,182,138
15,183,138
16,218,138
17,219,138
18,220,138
19,221,138
20,222,138
21,182,139
22,183,139
23,218,139
24,219,139
25,220,139
26,221,139
27,222,139
28,218,140
29,219,140
30,220,140
31,221,140
32,222,140
33,220,141
34,168,146
35,169,146
36,167,147
37,168,147
38,169,147
39,167,148
40,168,148
41,169,148
42,167,149
43,168,149
44,169,149
45,233,149
46,234,149
47,235,149
48,233,150
49,234,150
50,235,150
51,233,151
52,234,151
53,235,151
54,236,151
55,235,152
56,145,179
57,146,179
58,147,179
59,148,179
60,149,179
61,144,180
62,145,180
63,146,180
64,147,180
65,148,180
66,149,180
67,144,181
68,145,181
69,146,181
70,147,181
71,148,181
72,149,181
73,150,181
74,144,182
75,145,182
76,146,182
77,147,182
78,148,182
79,149,182
80,150,182
81,144,183
82,145,183
83,146,183
84,147,183
85,148,183
86,149,183
87,150,183
88,144,184
89,145,184
90,146,184
91,147,184
92,148,184
93,149,184
94,145,185
95,146,185
96,147,185
97,148,185
98,149,185
99,162,214
100,163,214
101,164,214
102,165,214
103,166,214
104,167,214
105,162,215
106,163,215
107,164,215
108,165,215
109,166,215
110,167,215
111,233,215
112,162,216
113,163,216
114,164,216
115,165,216
116,166,216
117,167,216
118,232,216
119,233,216
120,163,217
121,164,217
122,165,217
123,166,217
124,167,217
125,230,217
126,231,217
127,232,217
128,233,217
129,234,217
130,235,217
131,164,218
132,165,218
133,166,218
134,167,218
135,230,218
136,231,218
137,232,218
138,233,218
139,234,218
140,235,218
141,230,219
142,231,219
143,232,219
144,233,219
145,234,219
146,235,219
147,230,220
148,231,220
149,232,220
150,233,220
151,234,220
152,230,221
153,231,221
154,232,221
155,233,221
156,179,224
157,178,225
158,179,225
159,176,226
160,177,226
161,178,226
162,179,226
163,180,226
164,181,226
165,176,227
166,177,227
167,178,227
168,179,227
169,180,227
170,181,227
171,216,227
172,217,227
173,218,227
174,219,227
175,177,228
176,178,228
177,179,228
178,180,228
179,181,228
180,216,228
181,217,228
182,218,228
183,219,228
184,177,229
185,178,229
186,179,229
187,180,229
188,181,229
189,216,229
190,217,229
191,218,229
192,219,229
193,178,230
194,179,230
195,180,230
196,217,230
197,218,230
198,179,231
199,180,231
200,217,231
201,218,231
